question,answer,context,reference
Quem delegou as atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,A Portaria nº 3.903 de 04 de novembro de 2015,"O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, delegadas pela Portaria nº 3.903 de 04 de novembro de 2015","Portaria nº 3.903 de 04 de novembro de 2015, Art. 1º"
Quais são as atribuições legais do Diretor-Geral do Campus Boituva do IFSP?,"As atribuições legais do Diretor-Geral do Campus Boituva do IFSP são conferidas pela Portaria nº 3.903, de 4 de novembro de 2015.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quais são os membros da Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva?,"Os membros da Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva são: Eline Gomes de Oliveira Zioli, Flávio Aparecido Pontes, Israel Mendes da Silva, Jair Manoel Casquel Júnior, Luciano Bastos de Carvalho, Andreza Silva Areão, Eduardo Luis Estrada, Sâmara Rodrigues de Ataíde, Eunice Prudenciano de Souza, Felipe Ferreira de Lara, Juliana Cristina Barbosa Cazaça, Alice Antonia Dondoni Neta, João Paulo Vieira Machado, Rosiana Amaral Vicente, Gabrielly Almeida Martins.","Art 1.º - DESIGNAR, os servidores abaixo relacionados para, sob a presidência do primeiro, compor a Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva. |Servidor|Representação|Mandato| |---|---|---| |Eline Gomes de Oliveira Zioli|Coordenadora do curso|11.05.2021 à 11.05.2023 (primeiro mandato)| ...","PORTARIA BTV.0033/2021, DE 11 DE MAIO DE 2021, Art 1º"
Quem delegou atribuições legais ao Diretor-Geral do Câmpus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
"Quem é o responsável pela criação da Portaria nº 3.903, de 4 de novembro de 2015?",O Ministério da Educação,"MINISTÉRIO DA EDUCAÇÃO. INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO.","Portaria nº 3.903, de 4 de novembro de 2015, Título: Portaria nº 3.903, de 4 de novembro de 2015"
Quem é o diretor-geral do Câmpus Boituva do IFSP?,Felipe Augusto Ferreira de Almeida,"O DIRETOR-GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e no que diz a PORTARIA NORMATIVA RET IFSP N.º 14, DE 7 DE JULHO DE 2021, RESOLVE:","PORTARIA BTV.0050/2022, DE 4 DE JULHO DE 2022, Art 1º"
Quem é o responsável pela fiscalização e acompanhamento do contrato n° 14710/2022?,"O servidor Rafael Augusto Rocha Maia, como titular, e o servidor Miguel Arcanjo de Lima Junior, como substituto.","Art 1.º - DESIGNAR, o servidor Rafael Augusto Rocha Maia; CPF: XXX.444.188-XX como titular e, como substituto o servidor Miguel Arcanjo de Lima Junior; CPF: XXX.754.658-XX para nos termos do artigo 67 da Lei nº 8.666/93, exercer a fiscalização e acompanhamento do contrato abaixo relacionado:","Portaria nº 3.903, de 04 de novembro de 2015, Art 1.º"
Quem delegou as atribuições legais ao Diretor-Geral do Câmpus Boituva?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
Quais são os membros do Núcleo Docente Estruturante do Curso de Bacharelado em Engenharia de Produção do Câmpus Boituva?,"Os membros do Núcleo Docente Estruturante do Curso de Bacharelado em Engenharia de Produção do Câmpus Boituva são: Israel Mendes da Silva, Paulo Roberto Isler, Natallie Zilio de Souixa Teixeira, Henrique Kull Neto, Ronaldo Siqueira da Gama, Janaina Geisler Correa, Felipe Ferreira de Lara, Otávio Luiz Medeiros Tibagy (suplente) e Daiane Roncato Cardozo Monteiro (suplente).","Art 1º - DESIGNAR, os servidores e discentes, abaixo relacionados, para compor o Núcleo Docente Estruturante do Curso de Bacharelado em Engenharia de Produção do Câmpus Boituva,... |NOME DO PROFESSOR|TITULAÇÃO|MANDATO| ...","PORTARIA BTV.0027/2022, DE 11 DE MAIO DE 2022, Art 1º"
Quem é o responsável pela Portaria nº 24/2023 - DRG/BTV/IFSP de 31 de maio de 2023?,"O Diretor-Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo, Felipe Augusto Ferreira de Almeida.","O DIRETOR-GERAL DO CÂMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, delegadas pela Portaria nº 3.903 de 04 de novembro de 2015...","Portaria nº 3.903 de 04 de novembro de 2015, Portaria nº 24/2023 - DRG/BTV/IFSP de 31 de maio de 2023"
Quais são os membros do Núcleo Docente Estruturante do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Câmpus Boituva?,"Os membros do Núcleo Docente Estruturante do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Câmpus Boituva são Marcelo Figueiredo Polido, Giorjety Licorini Dias, Luiz Egidio Costa Cunha, Felipe Alexandre C. Pazinatto e Ricardo Pezzotti Schefer.","Art 1º - DESIGNAR, os servidores e discentes, abaixo relacionados, para compor o Núcleo Docente Estruturante do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Câmpus Boituva,... |NOME DO PROFESSOR|TITULAÇÃO|MANDATO| |---|---|---| |Marcelo Figueiredo Polido|Doutor|01.06.2023 à 01.06.2026 (primeiro mandato)| |Giorjety Licorini Dias|Mestre|01.06.2023 à 01.06.2026 (primeiro mandato)| |Luiz Egidio Costa Cunha|Especialista/Mestrando|01.06.2023 à 01.06.2026 (primeiro mandato)| |Felipe Alexandre C. Pazinatto|Mestre|01.06.2023 à 01.06.2026 (primeiro mandato)| |Ricardo Pezzotti Schefer|Doutor|01.06.2023 à 01.06.2026 (primeiro mandato)|.","PORTARIA BTV.0040/2021, DE 20 DE MAIO DE 2021, Art. 1º"
Quem é o responsável pela Portaria nº 22/2023 - DRG/BTV/IFSP?,"O Diretor-Geral do Câmpus Boituva, do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR-GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015 e conforme a Portaria 2582 de 17 de julho de 2020, RESOLVE:","Portaria nº 22/2023 - DRG/BTV/IFSP, de 3 de maio de 2023, Art. 1º"
"Quem conferiu atribuições legais ao Diretor-Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?","A Portaria nº 3.903, de 4 de novembro de 2015","O DIRETOR-GERAL DO CÂMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quem é o responsável pela Portaria nº 23/2023 do Câmpus Boituva do IFSP?,"O Diretor-Geral do Câmpus Boituva, Felipe Augusto Ferreira de Almeida.","O DIRETOR-GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015...","Portaria nº 23/2023 - DRG/BTV/IFSP, de 3 de maio de 2023, Art. 1º"
Quem é o responsável pela Portaria nº 25/2023 - DRG/BTV/IFSP de 31 de maio de 2023?,"O Diretor-Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR-GERAL DO CÂMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, delegadas pela Portaria nº 3.903 de 04 de novembro de 2015...","Portaria nº 3.903 de 04 de novembro de 2015, Portaria nº 25/2023 - DRG/BTV/IFSP de 31 de maio de 2023"
Quem é o responsável pela fiscalização e acompanhamento do contrato n° 05710/2022 no Campus Boituva do IFSP?,"A servidora Alexsandra Brandão Marcon, CPF: XXX.825.878-XX, como titular, e a servidora Bianca Mendes Santos, CPF: XXX.548.118-XX, como substituta.","Art 1º - DESIGNAR, a servidora Alexsandra Brandão Marcon, CPF: XXX.825.878-XX como titular e, como substituta a servidora Bianca Mendes Santos, CPF: XXX.548.118-XX, para nos termos do artigo 67 da Lei nº 8.666/93, exercer a fiscalização e acompanhamento do contrato abaixo relacionado:","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
Quem conferiu as atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,"A Portaria nº 3.903, de 4 de novembro de 2015","no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quem delegou atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º"
Quem delegou atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,A Portaria nº 3.903 de 04 de novembro de 2015,"O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, delegadas pela Portaria nº 3.903 de 04 de novembro de 2015","Portaria nº 3.903 de 04 de novembro de 2015, Art. 1º"
Quem é o responsável pela garantia da escrituração e arquivamento da ata das reuniões e registros do Núcleo Docente Estrutante do Curso Tecnólogo em Processos Gerenciais do Campus Boituva?,O presidente do NDE,Art 4.º - É responsabilidade do presidente do NDE garantir a escrituração e arquivamento da ata das reuniões e registros que se fizerem.,"Portaria nº 3.903, de 4 de novembro de 2015, Art 4º"
Quem conferiu atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,"A Portaria nº 3.903, de 4 de novembro de 2015","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quem é o responsável pela Portaria nº 63/2023 - DRG/BTV/IFSP?,"O Diretor-Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo, Felipe Augusto Ferreira de Almeida.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015, e considerando o que consta na Resolução Normativa IFSP N.º 04/2021, DE 05 DE OUTUBRO DE 2021, RESOLVE:","Portaria nº 3.903, de 4 de novembro de 2015, Portaria nº 63/2023 - DRG/BTV/IFSP"
Quem é o responsável pela delegação de atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º"
Quem delegou atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
"Quem é o responsável pela organização das reuniões da Comissão de Área: Informática, para Atividade Docente do Campus Boituva?",O Presidente da Comissão,"Art 2.º - O Presidente da Comissão supracitada ficará responsável por organizar as reuniões, que deverão ser registradas em ata específica contendo o tema ou pauta da reunião, assinatura dos presentes e deverão ser entregues semestralmente na Direção Adjunta Educacional.","Portaria nº 3.903, de 04 de novembro de 2015, Art 2.º"
Quem é o responsável pela Portaria nº 37/2023 - DRG/BTV/IFSP?,"O Diretor-Geral em exercício do Câmpus Boituva, do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR-GERAL EM EXERCÍCIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015...","Portaria nº 37/2023 - DRG/BTV/IFSP, de 11 de julho de 2023, Art. 1º"
Quem é o responsável pela fiscalização e acompanhamento do contrato nº 03710/2023 do IFSP?,"A servidora Hellen Crisne Silva Araujo, titular, e o servidor Felipe Gobo Bruno, substituto.","Art 1.º - DESIGNAR, a servidora Hellen Cris:ne Silva Araujo; CPF: XXX.661.798-XX como :tular e, como subs:tuto o servidor Felipe Gobo Bruno; CPF: XXX.506.428-XX para nos termos do ar:go 67 da Lei nº 8.666/93, exercer a fiscalização e acompanhamento do contrato abaixo relacionado:","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
Quem delegou atribuições legais ao Diretor-Geral do Câmpus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º"
"Quem é o responsável pela Portaria nº 3.790, de 23 de novembro de 2018?",O Ministério da Educação,"MINISTÉRIO DA EDUCAÇÃO. INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO.","Portaria nº 3.790, de 23 de novembro de 2018, Título: Portaria nº 3.790, de 23 de novembro de 2018"
Quem é o responsável pela coordenação da Comissão Própria de Avaliação do Campus Boituva?,"O primeiro servidor relacionado na Portaria nº 32/2023 - DRG/BTV/IFSP, que é Miriam Cristina Peruzzi Soares.","Art 1.º - DESIGNAR, os servidores abaixo relacionados para, sob a coordenação do primeiro, compor a Comissão Própria de Avaliação do Campus Boituva.","Portaria nº 32/2023 - DRG/BTV/IFSP, Art 1º"
Quem é o responsável pela Portaria nº 36/2023 - DRG/BTV/IFSP?,"O Diretor Geral do Câmpus Boituva, Felipe Augusto Ferreira de Almeida","O DIRETOR GERAL DO Câmpus Boituva DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições delegadas pela Portaria nº 3.790, de 23 de novembro de 2018, RESOLVE:","Portaria nº 3.790, de 23 de novembro de 2018, Art 1º"
Quais são os membros da Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva?,"Os membros da Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva são: Eline Gomes de Oliveira Zioli, Flávio Aparecido Pontes, Israel Mendes da Silva, Jair Manoel Casquel Júnior, Luciano Bastos de Carvalho, Andreza Silva Areão, Eduardo Luis Estrada, Sâmara Rodrigues de Ataíde, Eunice Prudenciano de Souza, Janaina Geisler, Felipe Ferreira de Lara, Juliana Cristina Barbosa Cazaça, Alice Antonia Dondoni Neta, João Paulo Vieira Machado, Rosiana Amaral Vicente, Gabrielly Almeida Martins.","Art 1.º - DESIGNAR, os servidores abaixo relacionados para, sob a presidência do primeiro, compor a Comissão de Elaboração e Implementação do PPC de Administração do Câmpus Boituva. |Servidor|Representação|Mandato| |---|---|---| |Eline Gomes de Oliveira Zioli|Coordenadora do curso|12.06.2023 à 12.06.2025 (recondução)| ...","PORTARIA BTV.0008/2023, DE 27 DE FEVEREIRO DE 2023, Art 1º"
Quem delegou atribuições legais ao Diretor-Geral do Campus Boituva do IFSP?,O Ministério da Educação,"no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º"
"Quem é o responsável pela Portaria nº 3.903, de 4 de novembro de 2015?",O Ministério da Educação,"MINISTÉRIO DA EDUCAÇÃO. INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO.","Portaria nº 3.903, de 4 de novembro de 2015, Título: Portaria nº 3.903, de 4 de novembro de 2015"
Quem é o responsável pela Portaria nº 66/2023 - DRG/BTV/IFSP?,"O Diretor-Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo, Felipe Augusto Ferreira de Almeida.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, delegadas pela Portaria nº 3.903 de 04 de novembro de 2015...","Portaria nº 3.903 de 04 de novembro de 2015, Portaria nº 66/2023 - DRG/BTV/IFSP"
Quais são as atribuições legais do Diretor-Geral do Campus Boituva do IFSP?,"As atribuições legais do Diretor-Geral do Campus Boituva do IFSP são conferidas pela Portaria nº 3.903, de 4 de novembro de 2015.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quais são as atribuições legais do Diretor-Geral do Campus Boituva do IFSP?,"As atribuições legais do Diretor-Geral do Campus Boituva do IFSP são conferidas pela Portaria nº 3.903, de 4 de novembro de 2015.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
Quais são as atribuições legais do Diretor-Geral do Campus Boituva do IFSP?,"As atribuições legais do Diretor-Geral do Campus Boituva do IFSP são conferidas pela Portaria nº 3.903, de 4 de novembro de 2015.","O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais, conferidas pela Portaria nº 3.903, de 4 de novembro de 2015...","Portaria nº 3.903, de 4 de novembro de 2015, Art. 1º"
"Quem é o responsável pela Portaria nº 3.790, de 23 de novembro de 2018?",O Ministério da Educação,"MINISTÉRIO DA EDUCAÇÃO. INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO.","Portaria nº 3.790, de 23 de novembro de 2018, Título: Portaria nº 3.790, de 23 de novembro de 2018"
Quem é o responsável pela fiscalização e acompanhamento do contrato nº 07710/2023?,"A servidora Miriam Cristina Peruzzi Soares Belote, CPF: XXX.889.938-XX, como titular, e a servidora Mariangela Alves Dias; CPF: XXX.144.238-XX como substituto.","Art 1.º - DESIGNAR, a servidora Miriam Cristina Peruzzi Soares Belote, CPF: XXX.889.938-XX como titular e, como substituto a servidora Mariangela Alves Dias; CPF: XXX.144.238-XX para nos termos do artigo 67 da Lei nº 8.666/93, exercer a fiscalização e acompanhamento do contrato abaixo relacionado:","Portaria nº 3.903, de 04 de novembro de 2015, Art 1º"
